data,feriado,nome_feriado
2025-01-23,False,
2025-01-24,False,
2025-01-25,False,
2025-01-26,False,
2025-01-27,False,
2025-01-28,False,
2025-01-29,False,
2025-01-30,False,
2025-01-31,False,
2025-02-01,False,
2025-02-02,False,
2025-02-03,False,
2025-02-04,False,
2025-02-05,False,
2025-02-06,False,
2025-02-07,False,
2025-02-08,False,
2025-02-09,False,
2025-02-10,False,
2025-02-11,False,
2025-02-12,False,
2025-02-13,False,
2025-02-14,False,
2025-02-15,False,
2025-02-16,False,
2025-02-17,False,
2025-02-18,False,
2025-02-19,False,
2025-02-20,False,
2025-02-21,False,
2025-02-22,False,
2025-02-23,False,
2025-02-24,False,
2025-02-25,False,
2025-02-26,False,
2025-02-27,False,
2025-02-28,False,
2025-03-01,False,
2025-03-02,False,
2025-03-03,False,
2025-03-04,False,
2025-03-05,False,
2025-03-06,False,
2025-03-07,False,
2025-03-08,False,
2025-03-09,False,
2025-03-10,False,
2025-03-11,False,
2025-03-12,False,
2025-03-13,False,
2025-03-14,False,
2025-03-15,False,
2025-03-16,False,
2025-03-17,False,
2025-03-18,False,
2025-03-19,False,
2025-03-20,False,
2025-03-21,False,
2025-03-22,False,
2025-03-23,False,
2025-03-24,False,
2025-03-25,False,
2025-03-26,False,
2025-03-27,False,
2025-03-28,False,
2025-03-29,False,
2025-03-30,False,
2025-03-31,False,
2025-04-01,False,
2025-04-02,False,
2025-04-03,False,
2025-04-04,False,
2025-04-05,False,
2025-04-06,False,
2025-04-07,False,
2025-04-08,False,
2025-04-09,False,
2025-04-10,False,
2025-04-11,False,
2025-04-12,False,
2025-04-13,False,
2025-04-14,False,
2025-04-15,False,
2025-04-16,False,
2025-04-17,False,
2025-04-18,True,Sexta-feira Santa
2025-04-19,False,
2025-04-20,False,
2025-04-21,True,Tiradentes
2025-04-22,False,
2025-04-23,False,
2025-04-24,False,
2025-04-25,False,
2025-04-26,False,
2025-04-27,False,
2025-04-28,False,
2025-04-29,False,
2025-04-30,False,
2025-05-01,True,Dia do Trabalhador
2025-05-02,False,
2025-05-03,False,
2025-05-04,False,
2025-05-05,False,
2025-05-06,False,
2025-05-07,False,
2025-05-08,False,
2025-05-09,False,
2025-05-10,False,
2025-05-11,False,
2025-05-12,False,
2025-05-13,False,
2025-05-14,False,
2025-05-15,False,
2025-05-16,False,
2025-05-17,False,
2025-05-18,False,
2025-05-19,False,
2025-05-20,False,
2025-05-21,False,
2025-05-22,False,
2025-05-23,False,
2025-05-24,False,
2025-05-25,False,
2025-05-26,False,
2025-05-27,False,
2025-05-28,False,
2025-05-29,False,
2025-05-30,False,
2025-05-31,False,
2025-06-01,False,
2025-06-02,False,
2025-06-03,False,
2025-06-04,False,
2025-06-05,False,
2025-06-06,False,
2025-06-07,False,
2025-06-08,False,
2025-06-09,False,
2025-06-10,False,
2025-06-11,False,
2025-06-12,False,
2025-06-13,False,
2025-06-14,False,
2025-06-15,False,
2025-06-16,False,
2025-06-17,False,
2025-06-18,False,
2025-06-19,False,
2025-06-20,False,
2025-06-21,False,
2025-06-22,False,
2025-06-23,False,
2025-06-24,False,
2025-06-25,False,
2025-06-26,False,
2025-06-27,False,
2025-06-28,False,
2025-06-29,False,
2025-06-30,False,
2025-07-01,False,
2025-07-02,False,
2025-07-03,False,
2025-07-04,False,
2025-07-05,False,
2025-07-06,False,
2025-07-07,False,
2025-07-08,False,
2025-07-09,False,
2025-07-10,False,
2025-07-11,False,
2025-07-12,False,
2025-07-13,False,
2025-07-14,False,
2025-07-15,False,
2025-07-16,False,
2025-07-17,False,
2025-07-18,False,
2025-07-19,False,
2025-07-20,False,
2025-07-21,False,
2025-07-22,False,
2025-07-23,False,
2025-07-24,False,
2025-07-25,False,
2025-07-26,False,
2025-07-27,False,
2025-07-28,False,
2025-07-29,False,
2025-07-30,False,
2025-07-31,False,
2025-08-01,False,
2025-08-02,False,
2025-08-03,False,
2025-08-04,False,
2025-08-05,True,Fundação do Estado
2025-08-06,False,
2025-08-07,False,
2025-08-08,False,
2025-08-09,False,
2025-08-10,False,
2025-08-11,False,
2025-08-12,False,
2025-08-13,False,
2025-08-14,False,
2025-08-15,False,
2025-08-16,False,
2025-08-17,False,
2025-08-18,False,
2025-08-19,False,
2025-08-20,False,
2025-08-21,False,
2025-08-22,False,
2025-08-23,False,
2025-08-24,False,
2025-08-25,False,
2025-08-26,False,
2025-08-27,False,
2025-08-28,False,
2025-08-29,False,
2025-08-30,False,
2025-08-31,False,
2025-09-01,False,
2025-09-02,False,
2025-09-03,False,
2025-09-04,False,
2025-09-05,False,
2025-09-06,False,
2025-09-07,True,Independência do Brasil
2025-09-08,False,
2025-09-09,False,
2025-09-10,False,
2025-09-11,False,
2025-09-12,False,
2025-09-13,False,
2025-09-14,False,
2025-09-15,False,
2025-09-16,False,
2025-09-17,False,
2025-09-18,False,
2025-09-19,False,
2025-09-20,False,
2025-09-21,False,
2025-09-22,False,
2025-09-23,False,
2025-09-24,False,
2025-09-25,False,
2025-09-26,False,
2025-09-27,False,
2025-09-28,False,
2025-09-29,False,
2025-09-30,False,
2025-10-01,False,
2025-10-02,False,
2025-10-03,False,
2025-10-04,False,
2025-10-05,False,
2025-10-06,False,
2025-10-07,False,
2025-10-08,False,
2025-10-09,False,
2025-10-10,False,
2025-10-11,False,
2025-10-12,True,Nossa Senhora Aparecida
2025-10-13,False,
2025-10-14,False,
2025-10-15,False,
2025-10-16,False,
2025-10-17,False,
2025-10-18,False,
2025-10-19,False,
2025-10-20,False,
2025-10-21,False,
2025-10-22,False,
2025-10-23,False,
2025-10-24,False,
2025-10-25,False,
2025-10-26,False,
2025-10-27,False,
2025-10-28,False,
2025-10-29,False,
2025-10-30,False,
2025-10-31,False,
2025-11-01,False,
2025-11-02,True,Finados
2025-11-03,False,
2025-11-04,False,
2025-11-05,False,
2025-11-06,False,
2025-11-07,False,
2025-11-08,False,
2025-11-09,False,
2025-11-10,False,
2025-11-11,False,
2025-11-12,False,
2025-11-13,False,
2025-11-14,False,
2025-11-15,True,Proclamação da República
2025-11-16,False,
2025-11-17,False,
2025-11-18,False,
2025-11-19,False,
2025-11-20,True,Dia Nacional de Zumbi e da Consciência Negra
2025-11-21,False,
2025-11-22,False,
2025-11-23,False,
2025-11-24,False,
2025-11-25,False,
2025-11-26,False,
2025-11-27,False,
2025-11-28,False,
2025-11-29,False,
2025-11-30,False,
2025-12-01,False,
2025-12-02,False,
2025-12-03,False,
2025-12-04,False,
2025-12-05,False,
2025-12-06,False,
2025-12-07,False,
2025-12-08,False,
2025-12-09,False,
2025-12-10,False,
2025-12-11,False,
2025-12-12,False,
2025-12-13,False,
2025-12-14,False,
2025-12-15,False,
2025-12-16,False,
2025-12-17,False,
2025-12-18,False,
2025-12-19,False,
2025-12-20,False,
2025-12-21,False,
2025-12-22,False,
2025-12-23,False,
2025-12-24,False,
2025-12-25,True,Natal
2025-12-26,False,
2025-12-27,False,
2025-12-28,False,
2025-12-29,False,
2025-12-30,False,
2025-12-31,False,
