data,medicamento_id,consumo_unidades,estoque_disponivel,entradas_unidades,ocupacao_leitos_pct,atendimentos_ps,temperatura_media,chuva_mm,casos_dengue_regiao,feriado
2022-02-14,paracetamol,196.0,1179.785714285715,0.0,37.6,63,27.7,2.1,9.857142857142858,False
2022-02-15,paracetamol,166.0,1013.7857142857148,0.0,25.0,57,27.8,0.2,9.857142857142858,False
2022-02-16,paracetamol,188.0,825.7857142857147,0.0,33.0,56,27.4,0.8,9.857142857142858,False
2022-02-17,paracetamol,187.0,638.7857142857147,0.0,38.0,47,27.3,1.4,9.857142857142858,False
2022-02-18,paracetamol,181.0,3096.714285714286,2638.928571428571,39.6,73,26.3,3.2,9.857142857142858,False
2022-02-19,paracetamol,177.0,2919.714285714286,0.0,41.8,80,26.6,2.3,9.857142857142858,False
2022-02-20,paracetamol,163.0,2756.714285714286,0.0,38.1,64,27.3,3.4,13.857142857142858,False
2022-02-21,paracetamol,200.0,2556.714285714286,0.0,45.1,80,27.8,1.8,13.857142857142858,False
2022-02-22,paracetamol,128.0,2428.714285714286,0.0,21.6,46,27.7,0.7,13.857142857142858,False
2022-02-23,paracetamol,179.0,2249.714285714286,0.0,29.9,66,26.9,2.1,13.857142857142858,False
2022-02-24,paracetamol,153.0,2096.714285714286,0.0,31.2,48,27.5,1.9,13.857142857142858,False
2022-02-25,paracetamol,160.0,1936.7142857142856,0.0,31.7,60,27.8,2.2,13.857142857142858,False
2022-02-26,paracetamol,205.0,1731.7142857142858,0.0,48.2,84,27.8,0.3,13.857142857142858,False
2022-02-27,paracetamol,233.0,1498.7142857142858,0.0,40.3,80,28.0,0.7,17.571428571428573,False
2022-02-28,paracetamol,194.0,1304.7142857142858,0.0,33.1,78,27.2,5.0,17.571428571428573,False
2022-03-01,paracetamol,213.0,1091.7142857142858,0.0,34.0,73,27.8,1.5,17.571428571428573,False
2022-03-02,paracetamol,129.0,962.7142857142858,0.0,22.8,58,27.1,3.6,17.571428571428573,False
2022-03-03,paracetamol,161.0,801.7142857142858,0.0,31.8,55,27.7,1.0,17.571428571428573,False
2022-03-04,paracetamol,183.0,618.7142857142858,0.0,36.2,67,26.1,12.3,17.571428571428573,False
2022-03-05,paracetamol,227.0,391.7142857142858,0.0,46.5,99,25.1,12.4,17.571428571428573,False
2022-03-06,paracetamol,211.0,2874.2857142857147,2693.571428571429,52.5,99,26.2,9.0,21.142857142857142,False
2022-03-07,paracetamol,195.0,2679.2857142857147,0.0,42.8,70,27.8,0.0,21.142857142857142,False
2022-03-08,paracetamol,173.0,2506.2857142857147,0.0,34.9,63,27.2,0.5,21.142857142857142,False
2022-03-09,paracetamol,190.0,2316.2857142857147,0.0,25.6,59,27.5,1.5,21.142857142857142,False
2022-03-10,paracetamol,164.0,2152.2857142857147,0.0,47.8,91,27.0,4.5,21.142857142857142,False
2022-03-11,paracetamol,186.0,1966.285714285715,0.0,40.2,70,27.3,1.3,21.142857142857142,False
2022-03-12,paracetamol,190.0,1776.285714285715,0.0,43.1,81,26.1,7.2,21.142857142857142,False
2022-03-13,paracetamol,171.0,1605.285714285715,0.0,50.0,93,26.4,2.2,26.0,False
2022-03-14,paracetamol,196.0,1409.285714285715,0.0,33.7,71,26.8,4.5,26.0,False
2022-03-15,paracetamol,207.0,1202.285714285715,0.0,47.1,73,26.6,2.9,26.0,False
2022-03-16,paracetamol,175.0,1027.285714285715,0.0,40.1,87,25.5,8.0,26.0,False
2022-03-17,paracetamol,235.0,792.2857142857147,0.0,44.5,80,26.3,3.8,26.0,False
2022-03-18,paracetamol,178.0,614.2857142857147,0.0,28.8,63,26.8,3.6,26.0,False
2022-03-19,paracetamol,214.0,3174.214285714286,2773.928571428571,45.5,102,26.8,1.4,26.0,False
2022-03-20,paracetamol,230.0,2944.214285714286,0.0,51.8,92,27.3,3.2,18.142857142857142,False
2022-03-21,paracetamol,175.0,2769.214285714286,0.0,40.1,79,25.8,16.4,18.142857142857142,False
2022-03-22,paracetamol,180.0,2589.214285714286,0.0,50.5,96,25.6,17.8,18.142857142857142,False
2022-03-23,paracetamol,168.0,2421.214285714286,0.0,32.0,50,26.2,10.5,18.142857142857142,False
2022-03-24,paracetamol,169.0,2252.214285714286,0.0,35.2,63,25.6,4.8,18.142857142857142,False
2022-03-25,paracetamol,195.0,2057.214285714286,0.0,44.2,72,26.3,6.9,18.142857142857142,False
2022-03-26,paracetamol,182.0,1875.2142857142856,0.0,38.1,73,25.8,11.8,18.142857142857142,False
2022-03-27,paracetamol,224.0,1651.2142857142858,0.0,48.1,119,25.7,17.8,27.0,False
2022-03-28,paracetamol,199.0,1452.2142857142858,0.0,41.1,88,26.5,4.8,27.0,False
2022-03-29,paracetamol,197.0,1255.2142857142858,0.0,39.9,69,26.9,1.4,27.0,False
2022-03-30,paracetamol,199.0,1056.2142857142858,0.0,41.0,74,27.0,0.9,27.0,False
2022-03-31,paracetamol,193.0,863.2142857142858,0.0,30.4,66,27.3,0.3,27.0,False
2022-04-01,paracetamol,203.0,660.2142857142858,0.0,36.5,74,27.3,0.3,27.0,False
2022-04-02,paracetamol,228.0,432.2142857142858,0.0,44.4,95,26.4,6.7,27.0,False
2022-04-03,paracetamol,209.0,3149.2857142857147,2926.071428571429,43.9,91,25.6,13.0,24.428571428571427,False
2022-04-04,paracetamol,201.0,2948.2857142857147,0.0,38.5,87,26.9,1.7,24.428571428571427,False
2022-04-05,paracetamol,168.0,2780.2857142857147,0.0,33.4,64,26.0,2.6,24.428571428571427,False
2022-04-06,paracetamol,147.0,2633.2857142857147,0.0,33.4,65,25.6,5.6,24.428571428571427,False
2022-04-07,paracetamol,163.0,2470.2857142857147,0.0,35.2,53,26.5,0.9,24.428571428571427,False
2022-04-08,paracetamol,140.0,2330.2857142857147,0.0,29.7,37,26.5,3.9,24.428571428571427,False
2022-04-09,paracetamol,237.0,2093.2857142857147,0.0,50.4,107,27.0,1.7,24.428571428571427,False
2022-04-10,paracetamol,189.0,1904.285714285715,0.0,49.8,108,27.1,1.3,30.857142857142858,False
2022-04-11,paracetamol,186.0,1718.285714285715,0.0,44.2,86,27.0,0.5,30.857142857142858,False
2022-04-12,paracetamol,241.0,1477.285714285715,0.0,47.0,105,26.7,0.2,30.857142857142858,False
2022-04-13,paracetamol,176.0,1301.285714285715,0.0,34.5,73,26.6,0.5,30.857142857142858,False
2022-04-14,paracetamol,227.0,1074.285714285715,0.0,39.5,85,26.8,0.2,30.857142857142858,False
2022-04-15,paracetamol,190.0,884.2857142857147,0.0,43.5,93,27.7,0.2,30.857142857142858,True
2022-04-16,paracetamol,216.0,668.2857142857147,0.0,39.0,86,27.5,2.3,30.857142857142858,False
2022-04-17,paracetamol,210.0,458.2857142857147,0.0,51.6,107,26.4,4.2,44.57142857142857,False
2022-04-18,paracetamol,212.0,3143.428571428572,2897.142857142857,42.3,74,27.3,0.2,44.57142857142857,False
2022-04-19,paracetamol,220.0,2923.428571428572,0.0,42.2,100,27.0,0.7,44.57142857142857,False
2022-04-20,paracetamol,186.0,2737.428571428572,0.0,47.9,98,26.1,4.2,44.57142857142857,False
2022-04-21,paracetamol,261.0,2476.428571428572,0.0,59.5,134,26.6,1.5,44.57142857142857,True
2022-04-22,paracetamol,244.0,2232.428571428572,0.0,52.0,106,26.5,7.4,44.57142857142857,False
2022-04-23,paracetamol,201.0,2031.428571428572,0.0,50.6,106,25.4,8.3,44.57142857142857,False
2022-04-24,paracetamol,174.0,1857.428571428572,0.0,46.6,111,25.5,4.5,44.42857142857143,False
2022-04-25,paracetamol,198.0,1659.4285714285716,0.0,42.1,96,25.3,6.1,44.42857142857143,False
2022-04-26,paracetamol,214.0,1445.4285714285716,0.0,43.7,86,26.3,1.7,44.42857142857143,False
2022-04-27,paracetamol,231.0,1214.4285714285716,0.0,46.7,83,26.8,3.7,44.42857142857143,False
2022-04-28,paracetamol,233.0,981.4285714285716,0.0,34.8,86,26.3,4.0,44.42857142857143,False
2022-04-29,paracetamol,258.0,723.4285714285716,0.0,49.2,98,26.1,1.7,44.42857142857143,False
2022-04-30,paracetamol,224.0,499.4285714285716,0.0,61.0,122,26.6,0.9,44.42857142857143,False
2022-05-01,paracetamol,259.0,240.4285714285716,0.0,61.2,138,26.7,2.7,62.285714285714285,True
2022-05-02,paracetamol,265.0,3142.5714285714284,3167.142857142857,58.4,122,25.9,7.9,62.285714285714285,False
2022-05-03,paracetamol,221.0,2921.5714285714284,0.0,47.8,106,26.3,7.6,62.285714285714285,False
2022-05-04,paracetamol,293.0,2628.5714285714284,0.0,55.7,122,27.0,1.9,62.285714285714285,False
2022-05-05,paracetamol,266.0,2362.5714285714284,0.0,50.8,125,26.0,6.7,62.285714285714285,False
2022-05-06,paracetamol,216.0,2146.5714285714284,0.0,40.5,104,25.5,25.9,62.285714285714285,False
2022-05-07,paracetamol,295.0,1851.5714285714284,0.0,72.2,157,26.1,5.4,62.285714285714285,False
2022-05-08,paracetamol,235.0,1616.5714285714284,0.0,48.4,111,25.8,0.8,65.85714285714286,False
2022-05-09,paracetamol,221.0,1395.5714285714284,0.0,45.3,96,25.7,1.6,65.85714285714286,False
2022-05-10,paracetamol,203.0,1192.5714285714284,0.0,42.6,99,26.0,1.9,65.85714285714286,False
2022-05-11,paracetamol,232.0,960.5714285714284,0.0,44.3,104,25.5,3.2,65.85714285714286,False
2022-05-12,paracetamol,206.0,754.5714285714284,0.0,52.0,112,26.5,0.9,65.85714285714286,False
2022-05-13,paracetamol,265.0,4075.642857142857,3586.071428571429,52.6,120,26.8,5.0,65.85714285714286,False
2022-05-14,paracetamol,263.0,3812.642857142857,0.0,64.0,140,26.1,2.9,65.85714285714286,False
2022-05-15,paracetamol,234.0,3578.642857142857,0.0,67.5,149,25.6,6.8,82.14285714285714,False
2022-05-16,paracetamol,213.0,3365.642857142857,0.0,55.4,116,26.4,1.4,82.14285714285714,False
2022-05-17,paracetamol,263.0,3102.642857142857,0.0,57.5,123,26.9,1.7,82.14285714285714,False
2022-05-18,paracetamol,270.0,2832.642857142857,0.0,66.0,132,27.1,0.3,82.14285714285714,False
2022-05-19,paracetamol,328.0,2504.642857142857,0.0,55.8,133,27.0,0.0,82.14285714285714,False
2022-05-20,paracetamol,362.0,2142.642857142857,0.0,68.6,158,26.3,5.3,82.14285714285714,False
2022-05-21,paracetamol,302.0,1840.6428571428569,0.0,77.2,169,25.4,1.4,82.14285714285714,False
2022-05-22,paracetamol,235.0,1605.6428571428569,0.0,62.0,124,25.2,7.7,68.85714285714286,False
2022-05-23,paracetamol,200.0,1405.6428571428569,0.0,52.6,128,24.4,20.0,68.85714285714286,False
2022-05-24,paracetamol,220.0,1185.6428571428569,0.0,57.4,129,24.2,16.2,68.85714285714286,False
2022-05-25,paracetamol,218.0,967.6428571428568,0.0,60.3,118,24.0,20.6,68.85714285714286,False
2022-05-26,paracetamol,229.0,4592.571428571428,3853.928571428572,54.1,110,24.9,8.1,68.85714285714286,False
2022-05-27,paracetamol,264.0,4328.571428571428,0.0,54.9,116,24.4,22.1,68.85714285714286,False
2022-05-28,paracetamol,244.0,4084.571428571429,0.0,57.1,127,24.4,59.6,68.85714285714286,False
2022-05-29,paracetamol,294.0,3790.571428571429,0.0,70.1,166,24.2,5.7,83.14285714285714,False
2022-05-30,paracetamol,272.0,3518.5714285714284,0.0,64.7,143,25.1,11.6,83.14285714285714,False
2022-05-31,paracetamol,264.0,3254.5714285714284,0.0,54.5,120,24.4,30.2,83.14285714285714,False
2022-06-01,paracetamol,230.0,3024.5714285714284,0.0,49.4,103,24.8,8.7,83.14285714285714,False
2022-06-02,paracetamol,240.0,2784.5714285714284,0.0,54.4,116,24.7,5.8,83.14285714285714,False
2022-06-03,paracetamol,249.0,2535.5714285714284,0.0,56.7,131,24.3,38.9,83.14285714285714,False
2022-06-04,paracetamol,288.0,2247.5714285714284,0.0,72.7,163,24.2,17.7,83.14285714285714,False
2022-06-05,paracetamol,373.0,1874.5714285714284,0.0,100.0,217,25.0,2.8,95.57142857142856,False
2022-06-06,paracetamol,307.0,1567.5714285714284,0.0,56.1,142,24.3,5.2,95.57142857142856,False
2022-06-07,paracetamol,310.0,1257.5714285714284,0.0,70.1,158,24.7,3.2,95.57142857142856,False
2022-06-08,paracetamol,238.0,1019.5714285714284,0.0,50.0,113,24.8,1.4,95.57142857142856,False
2022-06-09,paracetamol,217.0,802.5714285714284,0.0,62.7,134,24.4,13.9,95.57142857142856,False
2022-06-10,paracetamol,236.0,566.5714285714284,0.0,55.0,118,25.1,2.2,95.57142857142856,False
2022-06-11,paracetamol,250.0,4157.642857142857,3841.071428571429,73.6,163,24.0,28.1,95.57142857142856,False
2022-06-12,paracetamol,395.0,3762.642857142857,0.0,79.8,176,24.9,0.0,89.0,False
2022-06-13,paracetamol,248.0,3514.642857142857,0.0,64.0,142,25.4,0.3,89.0,False
2022-06-14,paracetamol,307.0,3207.642857142857,0.0,66.4,138,25.2,0.3,89.0,False
2022-06-15,paracetamol,228.0,2979.642857142857,0.0,52.8,139,24.5,1.6,89.0,False
2022-06-16,paracetamol,297.0,2682.642857142857,0.0,68.9,140,24.7,0.8,89.0,False
2022-06-17,paracetamol,282.0,2400.642857142857,0.0,60.2,129,24.6,0.2,89.0,False
2022-06-18,paracetamol,297.0,2103.642857142857,0.0,72.4,156,24.9,0.0,89.0,False
2022-06-19,paracetamol,279.0,1824.6428571428569,0.0,59.4,145,25.6,0.5,87.57142857142857,False
2022-06-20,paracetamol,239.0,1585.6428571428569,0.0,55.7,130,25.3,12.3,87.57142857142857,False
2022-06-21,paracetamol,275.0,1310.6428571428569,0.0,59.3,129,25.9,1.5,87.57142857142857,False
2022-06-22,paracetamol,262.0,1048.6428571428569,0.0,56.2,122,23.6,61.4,87.57142857142857,False
2022-06-23,paracetamol,211.0,837.6428571428569,0.0,60.9,132,24.8,4.1,87.57142857142857,False
2022-06-24,paracetamol,215.0,4892.285714285715,4269.642857142858,60.9,123,24.6,22.0,87.57142857142857,False
2022-06-25,paracetamol,259.0,4633.285714285715,0.0,54.4,137,24.2,0.0,87.57142857142857,False
2022-06-26,paracetamol,329.0,4304.285714285715,0.0,82.2,185,24.3,0.0,90.42857142857144,False
2022-06-27,paracetamol,279.0,4025.285714285714,0.0,67.1,153,24.5,1.4,90.42857142857144,False
2022-06-28,paracetamol,230.0,3795.285714285714,0.0,57.5,128,24.7,1.8,90.42857142857144,False
2022-06-29,paracetamol,297.0,3498.2857142857147,0.0,54.9,135,23.7,19.2,90.42857142857144,False
2022-06-30,paracetamol,290.0,3208.2857142857147,0.0,70.1,156,24.7,1.2,90.42857142857144,False
2022-07-01,paracetamol,273.0,2935.2857142857147,0.0,50.8,134,25.0,1.9,90.42857142857144,False
2022-07-02,paracetamol,260.0,2675.2857142857147,0.0,72.1,160,24.6,20.5,90.42857142857144,False
2022-07-03,paracetamol,321.0,2354.2857142857147,0.0,65.3,165,24.6,26.0,73.0,False
2022-07-04,paracetamol,311.0,2043.285714285715,0.0,68.7,157,24.5,17.8,73.0,False
2022-07-05,paracetamol,286.0,1757.285714285715,0.0,53.3,115,25.9,0.5,73.0,False
2022-07-06,paracetamol,245.0,1512.285714285715,0.0,63.0,128,25.3,7.2,73.0,False
2022-07-07,paracetamol,178.0,1334.285714285715,0.0,54.8,120,23.9,36.1,73.0,False
2022-07-08,paracetamol,218.0,1116.285714285715,0.0,49.6,111,24.4,21.0,73.0,False
2022-07-09,paracetamol,327.0,4873.571428571429,4084.285714285714,69.6,166,24.7,5.8,73.0,False
2022-07-10,paracetamol,339.0,4534.571428571429,0.0,82.0,181,25.4,2.1,73.14285714285714,False
2022-07-11,paracetamol,269.0,4265.571428571429,0.0,66.4,145,24.8,1.0,73.14285714285714,False
2022-07-12,paracetamol,212.0,4053.571428571429,0.0,49.4,107,25.3,0.2,73.14285714285714,False
2022-07-13,paracetamol,299.0,3754.571428571429,0.0,64.4,148,24.8,2.9,73.14285714285714,False
2022-07-14,paracetamol,179.0,3575.5714285714294,0.0,43.3,103,24.9,0.7,73.14285714285714,False
2022-07-15,paracetamol,219.0,3356.5714285714294,0.0,51.5,104,24.3,1.2,73.14285714285714,False
2022-07-16,paracetamol,275.0,3081.5714285714294,0.0,55.5,140,24.1,4.8,73.14285714285714,False
2022-07-17,paracetamol,274.0,2807.5714285714294,0.0,67.6,146,24.3,5.1,62.285714285714285,False
2022-07-18,paracetamol,274.0,2533.5714285714294,0.0,52.9,111,24.2,2.7,62.285714285714285,False
2022-07-19,paracetamol,256.0,2277.5714285714294,0.0,60.9,108,24.8,2.1,62.285714285714285,False
2022-07-20,paracetamol,216.0,2061.5714285714294,0.0,47.6,110,24.7,5.8,62.285714285714285,False
2022-07-21,paracetamol,282.0,1779.5714285714294,0.0,67.0,154,23.8,23.2,62.285714285714285,False
2022-07-22,paracetamol,233.0,1546.5714285714294,0.0,57.1,104,24.4,10.1,62.285714285714285,False
2022-07-23,paracetamol,259.0,1287.5714285714294,0.0,62.4,126,25.0,1.6,62.285714285714285,False
2022-07-24,paracetamol,174.0,1113.5714285714294,0.0,44.3,96,24.6,5.0,59.85714285714285,False
2022-07-25,paracetamol,260.0,853.5714285714294,0.0,64.1,142,23.9,0.5,59.85714285714285,False
2022-07-26,paracetamol,209.0,644.5714285714294,0.0,48.2,99,23.6,0.5,59.85714285714285,False
2022-07-27,paracetamol,194.0,4349.500000000001,3898.928571428572,39.2,70,24.2,1.1,59.85714285714285,False
2022-07-28,paracetamol,195.0,4154.500000000001,0.0,46.8,103,24.0,0.3,59.85714285714285,False
2022-07-29,paracetamol,253.0,3901.500000000001,0.0,55.9,122,24.3,1.3,59.85714285714285,False
2022-07-30,paracetamol,269.0,3632.500000000001,0.0,59.6,150,23.4,27.7,59.85714285714285,False
2022-07-31,paracetamol,209.0,3423.500000000001,0.0,50.5,104,24.7,3.2,57.0,False
2022-08-01,paracetamol,228.0,3195.500000000001,0.0,57.0,119,25.1,0.5,57.0,False
2022-08-02,paracetamol,242.0,2953.500000000001,0.0,57.4,128,24.3,4.9,57.0,False
2022-08-03,paracetamol,202.0,2751.500000000001,0.0,40.7,96,24.0,14.9,57.0,False
2022-08-04,paracetamol,265.0,2486.500000000001,0.0,61.6,126,24.6,6.6,57.0,False
2022-08-05,paracetamol,249.0,2237.500000000001,0.0,66.8,148,24.9,2.9,57.0,True
2022-08-06,paracetamol,308.0,1929.500000000001,0.0,62.1,147,25.0,1.0,57.0,False
2022-08-07,paracetamol,231.0,1698.500000000001,0.0,58.3,131,24.7,4.3,51.142857142857146,False
2022-08-08,paracetamol,214.0,1484.500000000001,0.0,43.6,103,25.1,0.0,51.142857142857146,False
2022-08-09,paracetamol,213.0,1271.500000000001,0.0,46.2,105,24.5,1.4,51.142857142857146,False
2022-08-10,paracetamol,234.0,1037.500000000001,0.0,56.2,128,24.5,0.6,51.142857142857146,False
2022-08-11,paracetamol,247.0,790.5000000000009,0.0,46.4,80,24.7,2.9,51.142857142857146,False
2022-08-12,paracetamol,177.0,4164.214285714286,3550.714285714286,47.0,103,25.3,1.4,51.142857142857146,False
2022-08-13,paracetamol,255.0,3909.2142857142862,0.0,62.6,133,25.3,0.7,51.142857142857146,False
2022-08-14,paracetamol,235.0,3674.2142857142862,0.0,56.9,130,24.8,0.7,47.42857142857143,False
2022-08-15,paracetamol,305.0,3369.2142857142862,0.0,69.1,156,24.9,0.2,47.42857142857143,False
2022-08-16,paracetamol,273.0,3096.2142857142862,0.0,51.1,109,26.0,0.0,47.42857142857143,False
2022-08-17,paracetamol,191.0,2905.2142857142862,0.0,48.9,91,24.6,3.8,47.42857142857143,False
2022-08-18,paracetamol,189.0,2716.2142857142862,0.0,47.4,103,25.1,0.0,47.42857142857143,False
2022-08-19,paracetamol,172.0,2544.2142857142862,0.0,33.8,76,23.8,0.4,47.42857142857143,False
2022-08-20,paracetamol,218.0,2326.2142857142862,0.0,47.2,112,24.1,0.1,47.42857142857143,False
2022-08-21,paracetamol,215.0,2111.2142857142862,0.0,43.9,93,24.3,0.1,26.714285714285715,False
2022-08-22,paracetamol,238.0,1873.2142857142865,0.0,47.7,112,23.5,6.5,26.714285714285715,False
2022-08-23,paracetamol,177.0,1696.2142857142862,0.0,44.2,83,23.5,16.6,26.714285714285715,False
2022-08-24,paracetamol,175.0,1521.2142857142862,0.0,37.2,73,24.1,3.6,26.714285714285715,False
2022-08-25,paracetamol,159.0,1362.2142857142862,0.0,48.6,73,24.3,1.4,26.714285714285715,False
2022-08-26,paracetamol,202.0,1160.2142857142862,0.0,36.0,84,24.1,1.3,26.714285714285715,False
2022-08-27,paracetamol,153.0,1007.2142857142862,0.0,45.1,88,23.5,10.7,26.714285714285715,False
2022-08-28,paracetamol,211.0,796.2142857142862,0.0,55.2,132,24.5,0.8,35.0,False
2022-08-29,paracetamol,207.0,3938.5,3349.285714285714,40.6,83,24.2,0.6,35.0,False
2022-08-30,paracetamol,199.0,3739.5,0.0,48.4,98,24.2,0.0,35.0,False
2022-08-31,paracetamol,163.0,3576.5,0.0,30.5,75,24.0,0.9,35.0,False
2022-09-01,paracetamol,161.0,3415.5,0.0,39.3,71,24.0,0.6,35.0,False
2022-09-02,paracetamol,236.0,3179.5,0.0,61.7,116,23.9,5.0,35.0,False
2022-09-03,paracetamol,217.0,2962.5,0.0,41.8,86,25.1,0.5,35.0,False
2022-09-04,paracetamol,189.0,2773.5,0.0,51.7,106,24.0,18.3,29.571428571428573,False
2022-09-05,paracetamol,255.0,2518.5,0.0,59.3,119,23.2,27.7,29.571428571428573,False
2022-09-06,paracetamol,298.0,2220.5,0.0,52.1,112,24.2,3.5,29.571428571428573,False
2022-09-07,paracetamol,197.0,2023.5,0.0,53.9,122,24.0,1.4,29.571428571428573,True
2022-09-08,paracetamol,174.0,1849.5,0.0,30.0,73,24.4,0.3,29.571428571428573,False
2022-09-09,paracetamol,191.0,1658.5,0.0,44.1,80,25.2,0.0,29.571428571428573,False
2022-09-10,paracetamol,249.0,1409.5,0.0,58.2,129,24.0,1.1,29.571428571428573,False
2022-09-11,paracetamol,174.0,1235.5,0.0,40.3,88,24.4,1.2,22.428571428571427,False
2022-09-12,paracetamol,185.0,1050.5,0.0,43.4,84,24.9,0.1,22.428571428571427,False
2022-09-13,paracetamol,205.0,845.5,0.0,45.1,97,24.6,1.5,22.428571428571427,False
2022-09-14,paracetamol,215.0,630.5,0.0,41.5,86,24.6,1.5,22.428571428571427,False
2022-09-15,paracetamol,168.0,462.5,0.0,38.4,64,25.2,0.3,22.428571428571427,False
2022-09-16,paracetamol,179.0,283.5,0.0,41.8,96,25.1,0.0,22.428571428571427,False
2022-09-17,paracetamol,175.0,3266.0,3157.5,52.0,98,25.1,0.0,22.428571428571427,False
2022-09-18,paracetamol,187.0,3079.0,0.0,41.5,96,24.7,3.6,20.571428571428573,False
2022-09-19,paracetamol,171.0,2908.0,0.0,35.7,71,25.2,0.2,20.571428571428573,False
2022-09-20,paracetamol,218.0,2690.0,0.0,52.0,88,25.1,1.5,20.571428571428573,False
2022-09-21,paracetamol,182.0,2508.0,0.0,37.6,56,25.4,0.0,20.571428571428573,False
